"id","Address","Response_Address","Response_X","Response_y"
1,"桃園市八德區16鄰介壽路2段252巷71弄70號",NA,NA,NA
2,"桃園市八德區１８鄰永興街５５號",NA,NA,NA
3,"桃園市八德區力行路五０巷九弄二號",NA,NA,NA
4,"桃園市八德區大明街七三號一樓",NA,NA,NA
5,"桃園市八德區大興路五五八號",NA,NA,NA
6,"桃園市八德區中華路二○○號",NA,NA,NA
7,"桃園市八德區介壽路二段252巷71弄75號1樓",NA,NA,NA
8,"桃園市八德區介壽路二段252巷71弄77號1樓",NA,NA,NA
9,"桃園市八德區介壽路二段二五二巷七一弄七九號",NA,NA,NA
10,"桃園市八德區介壽路二段二五二巷七一弄七三號",NA,NA,NA
11,"桃園市八德區介壽路二段二五二巷七一弄七五之一號",NA,NA,NA
12,"桃園市八德區民權路２９號１、２樓",NA,NA,NA
13,"桃園市八德區永興街１５號１樓",NA,NA,NA
14,"桃園市八德區永興街18之1號1樓",NA,NA,NA
15,"桃園市八德區永興街１８號",NA,NA,NA
16,"桃園市八德區永興街３４號",NA,NA,NA
17,"桃園市八德區永興街３７巷２２弄１６號",NA,NA,NA
18,"桃園市八德區永興街３７巷２２弄１號",NA,NA,NA
19,"桃園市八德區永興街37巷22弄2、4號",NA,NA,NA
20,"桃園市八德區永興街３７巷５號１樓",NA,NA,NA
21,"桃園市八德區永興街３８號",NA,NA,NA
22,"桃園市八德區永興街一八之二、一八之三號",NA,NA,NA
23,"桃園市八德區永興街一八之五號",NA,NA,NA
24,"桃園市八德區永興街一八之六號",NA,NA,NA
25,"桃園市八德區永興街一四號",NA,NA,NA
26,"桃園市八德區永興街一號",NA,NA,NA
27,"桃園市八德區永興街八號一樓",NA,NA,NA
28,"桃園市八德區永興街三七巷一號",NA,NA,NA
29,"桃園市八德區永興街三七巷七、九、一一號",NA,NA,NA
30,"桃園市八德區永興街三七巷二二弄一二號",NA,NA,NA
31,"桃園市八德區永興街三七巷二二弄九號",NA,NA,NA
32,"桃園市八德區永興街三七巷二二弄八號",NA,NA,NA
33,"桃園市八德區永興街三七巷二二弄三號",NA,NA,NA
34,"桃園市八德區永興街三九號",NA,NA,NA
35,"桃園市八德區永興街三二巷二號",NA,NA,NA
36,"桃園市八德區永興街三二巷八號",NA,NA,NA
37,"桃園市八德區永興街三六號",NA,NA,NA
38,"桃園市八德區永興街三四之一號",NA,NA,NA
39,"桃園市八德區永興街四一號",NA,NA,NA
40,"桃園市八德區永興街四三、四五號",NA,NA,NA
41,"桃園市八德區和成路４７號",NA,NA,NA
42,"桃園市八德區和成路二０號",NA,NA,NA
43,"桃園市八德區和成路四三號",NA,NA,NA
44,"桃園市八德區忠勤街三三之二號一樓",NA,NA,NA
45,"桃園市八德區建國路３０６巷９６號１樓",NA,NA,NA
46,"桃園市八德區建國路386號",NA,NA,NA
47,"桃園市八德區建國路４４２巷７０號",NA,NA,NA
48,"桃園市八德區建國路772巷160弄22號",NA,NA,NA
49,"桃園市八德區建國路772巷160弄28號1樓",NA,NA,NA
50,"桃園市八德區建國路七七二巷一二○弄一衖二一號",NA,NA,NA
51,"桃園市八德區建國路七七二巷一二○弄三衖一四號一樓",NA,NA,NA
52,"桃園市八德區建國路七七二巷一六０弄二號",NA,NA,NA
53,"桃園市八德區建國路四０四巷九號一樓",NA,NA,NA
54,"桃園市八德區後庄街一一三號",NA,NA,NA
55,"桃園市八德區後庄街九○巷二二號",NA,NA,NA
56,"桃園市八德區後庄街二六巷一○號",NA,NA,NA
57,"桃園市八德區後庄街二六巷五號",NA,NA,NA
58,"桃園市八德區後庄街三三巷一0號",NA,NA,NA
59,"桃園市八德區後庄街三三巷九號",NA,NA,NA
60,"桃園市八德區重慶街１９８巷１５３號１樓及１５５號１樓",NA,NA,NA
61,"桃園市八德區桃德路一一七號",NA,NA,NA
62,"桃園市八德區桃德路一七四號",NA,NA,NA
63,"桃園市八德區桃德路一八九號",NA,NA,NA
64,"桃園市八德區桃德路一八五號",NA,NA,NA
65,"桃園市八德區桃德路一八四巷二八號",NA,NA,NA
66,"桃園市八德區桃德路六四號",NA,NA,NA
67,"桃園市八德區高城九街２３號",NA,NA,NA
68,"桃園市八德區高城路221號1樓",NA,NA,NA
69,"桃園市八德區國聯街一八號",NA,NA,NA
70,"桃園市八德區國聯街二二巷一九號",NA,NA,NA
71,"桃園市八德區國聯街六一號",NA,NA,NA
72,"桃園市八德區富榮街一○號",NA,NA,NA
73,"桃園市八德區華康街２０４－１號",NA,NA,NA
74,"桃園市八德區華康街２０７巷１３號",NA,NA,NA
75,"桃園市八德區華康街２０７巷１５號",NA,NA,NA
76,"桃園市八德區華康街２０７巷１８號",NA,NA,NA
77,"桃園市八德區華康街２０７巷２２弄１７號",NA,NA,NA
78,"桃園市八德區華康街２０７巷２２弄２１號",NA,NA,NA
79,"桃園市八德區華康街207巷22弄26之2號",NA,NA,NA
80,"桃園市八德區華康街207巷22弄28號",NA,NA,NA
81,"桃園市八德區華康街207巷22弄28號1樓",NA,NA,NA
82,"桃園市八德區華康街207巷22弄31號",NA,NA,NA
83,"桃園市八德區華康街２０７巷２２弄３５號１樓",NA,NA,NA
84,"桃園市八德區華康街207巷23號",NA,NA,NA
85,"桃園市八德區華康街２０９號",NA,NA,NA
86,"桃園市八德區華康街248、248-2號",NA,NA,NA
87,"桃園市八德區華康街２４９巷２４號１樓",NA,NA,NA
88,"桃園市八德區華康街272號",NA,NA,NA
89,"桃園市八德區華康街２７２號",NA,NA,NA
90,"桃園市八德區華康街二○一號一樓",NA,NA,NA
91,"桃園市八德區華康街二○七巷一一號",NA,NA,NA
92,"桃園市八德區華康街二○七巷二二弄二九號",NA,NA,NA
93,"桃園市八德區華康街二○七巷二二弄三七號",NA,NA,NA
94,"桃園市八德區華康街二○八號",NA,NA,NA
95,"桃園市八德區華康街二０七巷一九號一、二樓",NA,NA,NA
96,"桃園市八德區華康街二０七巷一四號",NA,NA,NA
97,"桃園市八德區華康街二０七巷二二弄二六之一號",NA,NA,NA
98,"桃園市八德區華康街二０七巷二二弄二六之三號",NA,NA,NA
99,"桃園市八德區華康街二０七巷二二弄二六號",NA,NA,NA
100,"桃園市八德區華康街二一九號",NA,NA,NA
101,"桃園市八德區華康街二一五號",NA,NA,NA
102,"桃園市八德區華康街二四九巷二一號",NA,NA,NA
103,"桃園市八德區華康街二四九巷二五號",NA,NA,NA
104,"桃園市八德區開隆街１２號１樓",NA,NA,NA
105,"桃園市八德區開隆街２２巷二號",NA,NA,NA
106,"桃園市八德區開隆街３３號",NA,NA,NA
107,"桃園市八德區開隆街40號",NA,NA,NA
108,"桃園市八德區開隆街４１巷１２號",NA,NA,NA
109,"桃園市八德區開隆街41巷9-3、9-4、9-5號",NA,NA,NA
110,"桃園市八德區開隆街４１巷９之２號",NA,NA,NA
111,"桃園市八德區開隆街４１巷９號、９之１號",NA,NA,NA
112,"桃園市八德區開隆街42號",NA,NA,NA
113,"桃園市八德區開隆街４５號３樓",NA,NA,NA
114,"桃園市八德區開隆街４６號",NA,NA,NA
115,"桃園市八德區開隆街４８號",NA,NA,NA
116,"桃園市八德區開隆街55.55之1號2.3樓",NA,NA,NA
117,"桃園市八德區開隆街５６巷８號",NA,NA,NA
118,"桃園市八德區開隆街60號",NA,NA,NA
119,"桃園市八德區開隆街７６巷１２弄１１號",NA,NA,NA
120,"桃園市八德區開隆街７６巷１２弄７號",NA,NA,NA
121,"桃園市八德區開隆街７６巷１４號１樓",NA,NA,NA
122,"桃園市八德區開隆街76巷8、10號",NA,NA,NA
123,"桃園市八德區開隆街82號",NA,NA,NA
124,"桃園市八德區開隆街七八號",NA,NA,NA
125,"桃園市八德區開隆街七六巷一二弄一五號",NA,NA,NA
126,"桃園市八德區開隆街七六巷一二弄一號",NA,NA,NA
127,"桃園市八德區開隆街七六巷一二弄三號一樓",NA,NA,NA
128,"桃園市八德區開隆街七六巷一六號",NA,NA,NA
129,"桃園市八德區開隆街七六巷七０號",NA,NA,NA
130,"桃園市八德區開隆街七六巷七號",NA,NA,NA
131,"桃園市八德區開隆街七六巷九號",NA,NA,NA
132,"桃園市八德區開隆街七六巷六六號",NA,NA,NA
133,"桃園市八德區開隆街七六巷六號",NA,NA,NA
134,"桃園市八德區開隆街七四號",NA,NA,NA
135,"桃園市八德區開隆街九０號一樓",NA,NA,NA
136,"桃園市八德區開隆街九二號",NA,NA,NA
137,"桃園市八德區開隆街二七號",NA,NA,NA
138,"桃園市八德區開隆街二號",NA,NA,NA
139,"桃園市八德區開隆街八八號",NA,NA,NA
140,"桃園市八德區開隆街三○號二樓",NA,NA,NA
141,"桃園市八德區開隆街五二號",NA,NA,NA
142,"桃園市八德區開隆街五六巷六號",NA,NA,NA
143,"桃園市八德區開隆街六八號",NA,NA,NA
144,"桃園市八德區開隆路４５號１、２樓",NA,NA,NA
145,"桃園市八德區新興路６５之２號",NA,NA,NA
146,"桃園市八德區瑞發街一一八號一樓",NA,NA,NA
147,"桃園市八德區榮興路３９之１號",NA,NA,NA
148,"桃園市八德區榮興路533巷60號1樓 ",NA,NA,NA
149,"桃園市八德區榮興路７３巷２１號",NA,NA,NA
150,"桃園市八德區榮興路７３巷２４號３樓",NA,NA,NA
151,"桃園市八德區榮興路73巷27號",NA,NA,NA
152,"桃園市八德區榮興路７３巷３２號",NA,NA,NA
153,"桃園市八德區榮興路一五號一樓",NA,NA,NA
154,"桃園市八德區榮興路七七號",NA,NA,NA
155,"桃園市八德區榮興路五一號",NA,NA,NA
156,"桃園市八德區榮興路六五號",NA,NA,NA
157,"桃園市八德區福德一路１７７巷６６號",NA,NA,NA
158,"桃園市八德區福德一路六二巷四二號",NA,NA,NA
159,"桃園市八德區廣福路八七九巷一七七弄一八號",NA,NA,NA
160,"桃園市八德區龍宮街３３巷３８號１樓",NA,NA,NA
161,"桃園市八德區聯明一街9號",NA,NA,NA
162,"桃園市八德區寶豐街一五巷一號",NA,NA,NA
163,"桃園市大園區?林路215號",NA,NA,NA
164,"桃園市大園區三民路二段８３１號１樓",NA,NA,NA
165,"桃園市大園區三民路二段八二七號",NA,NA,NA
166,"桃園市大園區三民路二段三三七巷三十弄八號",NA,NA,NA
